source,class,sample_id,x,y
noise_sigma_0.5,AFIB,114,-0.14806580543518066,1.0014859437942505
noise_sigma_0.5,AFIB,115,0.8739080429077148,0.9527712464332581
noise_sigma_0.5,AFIB,116,1.1692519187927246,1.154520869255066
noise_sigma_0.5,AFIB,117,0.464832603931427,1.3816319704055786
noise_sigma_0.5,AFIB,118,-0.21689645946025848,1.3587262630462646
noise_sigma_0.5,AFIB,119,0.6808392405509949,1.3542603254318237
noise_sigma_1.0,Normal,0,6.453616142272949,-1.5143086910247803
noise_sigma_1.0,Normal,1,6.698698043823242,-1.5511223077774048
noise_sigma_1.0,Normal,2,6.002655029296875,-1.0177059173583984
noise_sigma_1.0,Normal,3,7.798952102661133,-1.8700894117355347
noise_sigma_1.0,Normal,4,6.394293308258057,-1.1861826181411743
noise_sigma_1.0,Normal,5,5.943904399871826,-1.5334382057189941
noise_sigma_1.0,Normal,6,7.072638034820557,-1.5114998817443848
noise_sigma_1.0,Normal,7,6.458578109741211,-0.8724172711372375
noise_sigma_1.0,Normal,8,6.66810417175293,-1.0423362255096436
noise_sigma_1.0,Normal,9,6.404361248016357,-1.1037689447402954
noise_sigma_1.0,Normal,10,6.372325420379639,-1.0952448844909668
noise_sigma_1.0,Normal,11,6.729179382324219,-1.0539441108703613
noise_sigma_1.0,Normal,12,5.61245059967041,-1.0993437767028809
noise_sigma_1.0,Normal,13,6.444643497467041,-1.2395286560058594
noise_sigma_1.0,Normal,14,6.38358736038208,-1.058996558189392
noise_sigma_1.0,Normal,15,7.314621448516846,-1.5458911657333374
noise_sigma_1.0,Normal,16,6.908561706542969,-1.4919129610061646
noise_sigma_1.0,Normal,17,6.595068454742432,-0.9851698279380798
noise_sigma_1.0,Normal,18,6.457129001617432,-1.6115888357162476
noise_sigma_1.0,Normal,19,6.027888298034668,-1.2980269193649292
noise_sigma_1.0,Normal,20,5.700592517852783,-1.286953091621399
noise_sigma_1.0,Normal,21,6.283227443695068,-1.1849690675735474
noise_sigma_1.0,Normal,22,5.771579742431641,-0.7030359506607056
noise_sigma_1.0,Normal,23,6.5011444091796875,-1.4547762870788574
noise_sigma_1.0,Normal,24,6.630721092224121,-0.7409316301345825
noise_sigma_1.0,Normal,25,6.89738655090332,-1.3199561834335327
noise_sigma_1.0,Normal,26,6.243302345275879,-0.8209022879600525
noise_sigma_1.0,Normal,27,7.055112361907959,-1.1287267208099365
noise_sigma_1.0,Normal,28,6.469895362854004,-1.0420819520950317
noise_sigma_1.0,Normal,29,6.132464408874512,-1.2951303720474243
noise_sigma_1.0,STEMI,30,6.505361080169678,-1.704842448234558
noise_sigma_1.0,STEMI,31,6.482922554016113,-1.4533674716949463
noise_sigma_1.0,STEMI,32,6.623641490936279,-1.7118136882781982
noise_sigma_1.0,STEMI,33,6.45015811920166,-1.518432378768921
noise_sigma_1.0,STEMI,34,6.308372497558594,-0.9866769313812256
noise_sigma_1.0,STEMI,35,6.294094085693359,-1.5901387929916382
noise_sigma_1.0,STEMI,36,6.414334297180176,-1.4803529977798462
noise_sigma_1.0,STEMI,37,5.658371448516846,-1.0459504127502441
noise_sigma_1.0,STEMI,38,6.660490989685059,-1.1269786357879639
noise_sigma_1.0,STEMI,39,5.723488807678223,-1.25663423538208
noise_sigma_1.0,STEMI,40,5.859434127807617,-0.8007305264472961
noise_sigma_1.0,STEMI,41,6.086974143981934,-0.8598484992980957
noise_sigma_1.0,STEMI,42,6.347927570343018,-0.8374180793762207
