epoch,train_loss,sensitivity_metric,collapse_frac,macro_f1
25,0.1922497263839168,0.05637736196779239,0.8666666666666667,0.03571428571428571
50,0.17851884951514582,0.05531727005748474,0.9,0.019230769230769232
75,0.16750826662586582,0.057398808774003586,0.85,0.06227106227106227
100,0.15399800457300677,0.0539707739147861,0.9666666666666667,0.022727272727272728
125,0.1447463485021745,0.050100763976849594,0.8166666666666667,0.0967741935483871
150,0.13988070093816327,0.046295175983799876,0.5,0.1962878787878788
175,0.13760754586227478,0.04414777258956925,0.6666666666666666,0.20963203463203464
200,0.13700343980904547,0.043325623365299507,0.6333333333333333,0.21422973578145993
