epoch,train_loss,sensitivity_metric,collapse_frac,macro_f1
25,0.11084188380015966,0.06131881182238644,0.6166666666666667,0.3538691690466476
50,0.09824906728970699,0.07807627546456719,0.9,0.16328828828828829
75,0.09056392042205119,0.07183153111284417,0.9666666666666667,0.12179487179487179
100,0.08637877995482622,0.06302103934953975,0.9,0.12837837837837837
125,0.08355723566208513,0.05878644580908885,0.95,0.12987012987012986
150,0.08170001804589844,0.05576330731450571,0.95,0.2601166948993036
175,0.0806873663662909,0.05696160786609921,0.9666666666666667,0.23154623154623155
200,0.08035741275988328,0.05841087978582433,0.9333333333333333,0.19679633867276886
