epoch,train_loss,sensitivity_metric,collapse_frac,macro_f1
25,0.09965001795139602,0.063017039363693,0.8333333333333334,0.3365079365079365
50,0.08430705887868124,0.06986396522673916,0.9833333333333333,0.20052240305404864
75,0.07948637071668226,0.062004986587509546,0.9666666666666667,0.23154623154623155
100,0.07670051373048302,0.061003074134092596,0.8833333333333333,0.2134703196347032
125,0.07476407662718831,0.061905148991783704,0.9166666666666666,0.3111111111111111
150,0.0734353267642505,0.05978990017795315,0.9333333333333333,0.28654970760233917
175,0.07264653157086715,0.05747053231629118,0.9333333333333333,0.19679633867276886
200,0.07237188656376127,0.05624158398613259,0.8833333333333333,0.2523709167544784
