epoch,train_loss,sensitivity_metric,collapse_frac,macro_f1
25,0.14207813516259193,0.06580945785303476,0.8,0.05555555555555555
50,0.11376482057265747,0.0621856284947907,0.8666666666666667,0.1597222222222222
75,0.10394522698166278,0.06178754575513854,0.8666666666666667,0.24898550724637683
100,0.09766813229100826,0.06145745083206585,0.9666666666666667,0.20268620268620266
125,0.09402910049240558,0.058562749813437016,0.9666666666666667,0.20268620268620266
150,0.09184816240882263,0.0559274550606454,0.9833333333333333,0.20052240305404864
175,0.09065653756260872,0.05526749414470844,0.9833333333333333,0.20052240305404864
200,0.0902793717642243,0.05489713305497152,1.0,0.16666666666666666
